origin_date,last_updated,name,number,longitude,latitude,speed,geometry
2024-01-21,1705849846,Carolinian,80,-78.99808,36.029495,0.07,POINT (-8794026.039246289 4304680.597886737)
2024-01-22,1705933208,Carolinian,80,-78.997966,36.029563,25.65,POINT (-8794013.348824339 4304689.958087987)
2024-01-27,1706411665,Piedmont,78,-79.01089,36.029716,54.36,POINT (-8795452.041923352 4304711.018570339)
2024-01-18,1705600606,Piedmont,72,-78.996943,36.029926,62.6,POINT (-8793899.468985258 4304739.925181349)
2024-01-23,1706065861,Piedmont,78,-78.988749,36.029647,66.36,POINT (-8792987.317077696 4304701.520700684)
2024-01-31,1706711545,Carolinian,80,-78.966143,36.029674,51.59,POINT (-8790470.828668823 4304705.237257386)
2024-01-28,1706478972,Piedmont,74,-78.965953,36.029727,45.84,POINT (-8790449.677965574 4304712.532724242)
2023-12-26,1703639789,Piedmont,76,-78.98965,36.029827,61.43,POINT (-8793087.615938902 4304726.297769416)
2024-01-28,1706451789,Carolinian,80,-78.965693,36.029865,49.79,POINT (-8790420.734897967 4304731.528491162)
2024-01-29,1706565397,Piedmont,74,-78.962802,36.029987,47.72,POINT (-8790098.910250083 4304748.321878036)
2024-01-19,1705711619,Piedmont,76,-78.96503,36.029998,47.81,POINT (-8790346.930075571 4304749.836037149)
2024-01-26,1706292711,Piedmont,72,-78.96316,36.030036,46.52,POINT (-8790138.762627788 4304755.06677025)
2024-01-26,1706325061,Piedmont,78,-78.96297,36.030048,47.9,POINT (-8790117.611924537 4304756.718581228)
2023-12-24,1703454687,Piedmont,74,-78.964663,36.030055,45.57,POINT (-8790306.07582245 4304757.682137747)
2024-01-27,1706378521,Piedmont,72,-78.964763,36.030055,48.54,POINT (-8790317.20777153 4304757.682137747)
2024-01-18,1705615889,Piedmont,74,-78.963389,36.030086,45.43,POINT (-8790164.25479118 4304761.949317649)
2024-01-24,1706147463,Piedmont,74,-78.99116,36.030136,50.29,POINT (-8793255.708369998 4304768.831869417)
2024-01-31,1706724407,Piedmont,72,-78.994906,36.030288,65.67,POINT (-8793672.711182512 4304789.754853618)
2024-01-28,1706497859,Piedmont,78,-78.992892,36.030368,69.39,POINT (-8793448.513728052 4304800.766966783)
2024-01-22,1705971115,Piedmont,76,-79.011615,36.029975,54.42,POINT (-8795532.748554178 4304746.6700683385)
2024-01-23,1706046720,Piedmont,74,-78.996249,36.030055,62.12,POINT (-8793822.213258648 4304757.682137747)
2024-01-24,1706119919,Piedmont,72,-78.99644,36.030067,65.12,POINT (-8793843.475281388 4304759.333949123)
2024-01-25,1706231808,Piedmont,76,-79.012309,36.030265,54.79,POINT (-8795610.004280787 4304786.588873154)
2024-01-18,1705625503,Piedmont,76,-79.012545,36.030387,55.2,POINT (-8795636.275680615 4304803.382345302)
2024-01-28,1706451609,Carolinian,80,-79.013286,36.030689,48.45,POINT (-8795718.763423292 4304844.953183322)
2024-01-30,1706651814,Piedmont,74,-79.015056,36.031398,52.69,POINT (-8795915.798921995 4304942.548922716)
2024-01-31,1706711348,Carolinian,80,-79.015948,36.031806,54.48,POINT (-8796015.095907781 4304998.711608187)
2024-01-24,1706105824,Carolinian,80,-79.017085,36.032302,55.92,POINT (-8796141.666168815 4305066.988205847)
2024-01-28,1706465491,Piedmont,72,-79.017955,36.032627,50.08,POINT (-8796238.514125805 4305111.726128997)
2024-01-24,1706151982,Piedmont,78,-79.018306,36.032775,55.88,POINT (-8796277.587267075 4305132.099152096)
2024-01-01,1704165112,Piedmont,78,-79.020526,36.033508,53.59,POINT (-8796524.716536636 4305233.001242953)
2024-01-18,1705633601,Piedmont,78,-79.022113,36.033676,51.89,POINT (-8796701.380568525 4305256.127638889)
2024-01-25,1706219503,Piedmont,74,-79.024882,36.033817,52.65,POINT (-8797009.624238532 4305275.537330693)
2024-01-22,1705979484,Piedmont,78,-79.024936,36.033836,49.78,POINT (-8797015.635491032 4305278.152823734)
2023-12-24,1703440955,Piedmont,72,-79.024501,36.033859,4.79,POINT (-8796967.21151254 4305281.318947734)
2024-01-20,1705806452,Piedmont,78,-79.025226,36.033866,51.36,POINT (-8797047.918143364 4305282.282550874)
2024-02-01,1706796853,Carolinian,80,-79.025226,36.033901,53.71,POINT (-8797047.918143364 4305287.100567859)
2024-01-26,1706317320,Piedmont,76,-79.025775,36.033946,44.25,POINT (-8797109.032543808 4305293.29516427)
2024-01-21,1705885264,Piedmont,76,-79.02727,36.034267,52.66,POINT (-8797275.455182545 4305337.483388008)
2024-01-22,1705960309,Piedmont,74,-79.027736,36.034389,47.76,POINT (-8797327.330065254 4305354.277713417)
2024-01-29,1706538010,Carolinian,80,-79.031833,36.035564,52.37,POINT (-8797783.406019034 4305516.027671118)
2024-01-22,1705945898,Piedmont,72,-79.032306,36.035758,49.85,POINT (-8797836.060138179 4305542.733853686)
2024-01-29,1706575598,Piedmont,76,-79.032435,36.035827,51.74,POINT (-8797850.420352492 4305552.232460251)
2024-01-20,1705787488,Piedmont,74,-79.053256,36.035938,50.87,POINT (-8800168.203470299 4305567.512844799)
