origin_date,last_updated,name,number,longitude,latitude,speed,geometry
2024-01-25,1706222822,Carolinian,79,-78.627307,35.726291,42.41,POINT (-8752751.777686395 4263024.500489657)
2024-01-31,1706740701,Carolinian,79,-78.635707,35.736156,51.77,POINT (-8753686.861409059 4264377.313475051)
2024-01-21,1705875420,Carolinian,79,-78.636828,35.737972,48.74,POINT (-8753811.650558237 4264626.364520008)
2024-01-27,1706393113,Carolinian,79,-78.637347,35.738819,50.64,POINT (-8753869.42537396 4264742.52628354)
2024-01-23,1706047510,Carolinian,79,-78.638438,35.74113,48.97,POINT (-8753990.874938414 4265059.4745236635)
2024-01-29,1706572752,Carolinian,79,-78.638186,35.743904,51.19,POINT (-8753962.822426736 4265439.934279805)
2024-01-24,1706134632,Carolinian,79,-78.637812,35.74459,51.4,POINT (-8753921.188937178 4265534.02262318)
2024-01-22,1705961471,Carolinian,79,-78.635775,35.747772,50.07,POINT (-8753694.43113443 4265970.460498724)
2024-01-28,1706479508,Carolinian,79,-78.635653,35.747974,50.64,POINT (-8753680.850156555 4265998.16707474)
2024-01-20,1705798024,Carolinian,79,-78.634616,35.750236,49.86,POINT (-8753565.411844602 4266308.430664072)
2024-01-18,1705617654,Carolinian,79,-78.633967,35.754127,52.22,POINT (-8753493.165495077 4266842.154047798)
2024-01-19,1705703158,Carolinian,79,-78.634051,35.754638,56.66,POINT (-8753502.516332304 4266912.24918846)
2024-01-30,1706656998,Carolinian,79,-78.634288,35.756225,58.16,POINT (-8753528.899051623 4267129.944794514)
2024-01-25,1706223004,Carolinian,79,-78.634577,35.75761,56.69,POINT (-8753561.07038446 4267319.9347410565)
2024-01-31,1706740887,Carolinian,79,-78.642123,35.770782,24.2,POINT (-8754401.087261988 4269126.993620089)
2024-01-23,1706047693,Carolinian,79,-78.64239,35.771144,20.85,POINT (-8754430.80956603 4269176.660410923)
2024-01-28,1706479701,Carolinian,79,-78.644587,35.773914,20.62,POINT (-8754675.378487302 4269556.714885533)
2024-01-18,1705617831,Carolinian,79,-78.644854,35.774269,14.07,POINT (-8754705.100791344 4269605.423184997)
2024-01-22,1705961646,Carolinian,79,-78.644786,35.77428,18.48,POINT (-8754697.53106597 4269606.932459721)
2024-01-29,1706572931,Carolinian,79,-78.645083,35.774517,25.89,POINT (-8754730.592954736 4269639.450520403)
2024-01-20,1705798203,Carolinian,79,-78.645198,35.774688,21.51,POINT (-8754743.394696176 4269662.912978806)
2024-01-24,1706134813,Carolinian,79,-78.645243,35.774764,17.19,POINT (-8754748.404073263 4269673.340754293)
2024-01-30,1706657177,Carolinian,79,-78.645632,35.775131,14.99,POINT (-8754791.707355183 4269723.696073556)
2024-01-30,1706657369,Carolinian,79,-78.646373,35.775665,0.0,POINT (-8754874.19509786 4269796.965536318)
